gene_id	conf	product
SO_0764	0.79	putative periplasmic protein
SO_1507	0.79	C-terminal Bar domain-containing protein
SO_1705	0.79	ABC-type drugE1 family efflux system MFP component
SO_1854	0.79	outer membrane protein required for motility and nitrate resistance
SO_3407	0.79	putative siderophore transporter component 2
SO_4714	0.79	ABC-type amino acid uptake system substrate-binding component PAAT family
SO_0757	0.78	TPR domain lipoprotein
SO_1872	0.78	surface lipoprotein with VCBS repeats
SO_0555	0.77	bifunctional diguanylate cyclase/phosphodiesterase
SO_0720	0.77	predicted periplasmic protein
SO_2082	0.77	rod shape-determining-related protein
SO_3790	0.77	sulfur acceptor protein for iron-sulfur cluster assembly SufE
SO_3576	0.77	predicted periplasmic protein
SO_0459	0.76	putative ATPase DUF853 family
SO_2565	0.76	intracellular proteinase inhibitor domain protein
SO_3258	0.76	flagella assembly protein FlgT
SO_1029	0.75	predicted lipoprotein
SO_4145	0.75	signalling protein with EAL and C2 domains
SO_0975	0.74	disulphide interchange protein DsbD family
SO_4563	0.74	HDOD domain protein
SO_0805	0.73	CBS domain containing protein
SO_1047	0.73	inner membrane protein LrgA
SO_1468	0.73	ADP-ribose binding domain-containing protein
SO_1949	0.73	invasin domain protein
SO_3051	0.73	xanthine and CO dehydrogenase family maturation factor XdhC/CoxF family
SO_0974	0.72	putative cytoplasmic protein
SO_1956	0.72	phosphatidylethanolamine-binding protein
SO_3512	0.72	SapC family protein
SO_3076	0.71	protein YfcL
SO_2439	0.71	serine rich protein
SO_0403	0.70	predicted outer membrane protein
SO_3550	0.70	anti-sigma factor
SO_3924	0.70	Fe hydrogenase assembly protein HydX
SO_0076	0.69	outer membrane morn variant repeat-containing protein
SO_0797	0.69	periplasmic thioredoxin-family protein
SO_0971	0.69	predicted membrane protein
SO_4013	0.69	TPR repeat domain protein
SO_4035	0.69	predicted membrane protein
SO_4169	0.69	deoxyribodipyrimidine photolyase-related protein
SO_4342	0.69	predicted lipoprotein
SO_0559	0.68	MaoC domain protein
SO_1425	0.68	outer membrane morn variant repeat-containing protein
SO_2947	0.68	Lambda phage protein of known function
SO_3558	0.68	predicted lipoprotein
SO_4600	0.68	glyoxalase/bleomycin resistance protein/dioxygenase superfamily protein
SO_4719	0.68	ABC-type tungstate uptake system substrate-binding component TupA
SO_1188	0.67	inner membrane protein with PepSY TM helix
SO_1441	0.67	putative cytoplasmic protein
SO_3256	0.67	outer membrane lipoprotein required for flagellar motility FlgP
SO_3975	0.67	membrane protein PAP2 superfamily
SO_4280	0.67	CBS domain containing protein
SO_4560	0.67	predicted membrane protein
SO_0552	0.67	predicted periplasmic protein
SO_0647	0.66	Mu phage protein Kil
SO_2360	0.66	Cbb3-type cytochrome oxidase assembly protein CcoH
SO_3584	0.66	superoxide-responsive transcriptional repressor of superoxide stress response AzrR
SO_0480	0.65	sulfurtransferase SirB
SO_1462	0.65	cytoplasmic protein in type I restriction-modifcation system locus
SO_3092	0.65	transmembrane protein in aerotolerance operon
SO_3523	0.65	type IV pilin system protein
SO_4196	0.65	predicted membrane protein
SO_3860	0.64	periplasmic substrate binding protein family 3
SO_4559	0.64	Sel1 domain-containing protein
SO_0145	0.63	endo/excinuclease domain protein
SO_1572	0.63	small highly charged protein
SO_3344	0.63	predicted inner membrane protein
SO_4429	0.63	putative periplasmic protein
SO_1061	0.62	lipoprotein with a tetratricopeptide repeat
SO_1412	0.62	outer membrane beta barrel protein
SO_4037	0.62	predicted lipoprotein
SO_2680	0.62	Mu phage portal protein GpH
SO_0186	0.61	microcystin dependent MdpB family protein
SO_1045	0.61	putative outer membrane protein
SO_3409	0.61	OsmC/Ohr family protein
SO_3793	0.61	cupin 2 conserved barrel domain-containing protein
SO_0941	0.60	predicted transmembrane protein
SO_1713	0.60	putative lipoprotein
SO_0732	0.59	thioredoxin-like protein
SO_0362	0.58	predicted inner membrane protein
SO_1518	0.57	L-lactate dehydrogenase complex protein LldG
SO_1781	0.57	extracellular respiratory sytem outer membrane component MtrE
SO_3355	0.57	inner membrane osmoregulator protein YggT
SO_3949	0.57	transcriptional regulator BolA family YrbA
SO_4646	0.57	propeptide PepSY amd peptidase M4 domain protein
SO_1830	0.56	diguanylate cyclase
SO_0041	0.54	G-protein receptor interacting sweet protein
SO_0563	0.54	membrane protein
SO_0625	0.53	periplasmic cyctochrome c oxidase regulatory protein
SO_2573	0.53	UCP006173 family protein
SO_2942	0.53	Lambda phage transcriptional regulator
SO_3910	0.53	putative periplasmic protein
SO_3950	0.53	ABC-type phospholipid uptake (salvage) system anti-anti-sigma factor MlaB
SO_4434	0.53	type I pilus assembly chaperone CooB
SO_2868	0.52	SirA-like protein
SO_0353	0.51	TPR domain protein
SO_0661	0.51	Mu phage mom transcriptional regulator Com
SO_3234	0.51	flagella biosynthesis chaperone for FliD FliT
