gene_id	conf	product
SO_4758	0.34	mnmG - tRNA uridine 5-carboxymethylaminomethyl modification system MnmG
SO_3873	0.34	nucleoside-specifc outer membrane porin Tsx family
SO_3190	0.34	wbpA - UDP-N-acetyl-d-glucosamine 6-dehydrogenase WbpA
SO_0817	0.34	metR - transcription regulator of methionine biosynthesis MetR
SO_2086	0.34	pheT - phenylalanyl-tRNA synthetase beta subunit PheT
SO_1120	0.34	proB - hypoxanthine/guanine permease AzgA family
SO_0604	0.34	hflX - 50S ribosome assembly GTPase HflX
SO_2491	0.34	pykA - pyruvate kinase II PykA
SO_3351	0.34	pilT - pilus retraction protein PilT
SO_4677	0.34	kdkA - 3-deoxy-D-manno-oct-2-ulosonic acid (KDO) kinase KdkA
SO_4751	0.34	atpF - ATP synthase F0 B subunit AtpF
SO_0239	0.33	rpmC - 50S ribosomal protein L29 RpmC
SO_2620	0.33	ybgI - transport protein AEC family
SO_2092	0.33	hypC - NiFe hydrogenase assembly chaperone HypC
SO_3254	0.33	flgM - flagellar biosynthesis anti-sigma factor FlgM
SO_1295	0.33	lpp - murein lipoprotein Lpp
SO_2524	0.33	phyS - beta-propeller phytase PhyS
SO_1239	0.33	tnpA - metallophosphoesterase
SO_3693	0.33	uncharacterized protein
SO_0317	0.33	transcriptional regulator AraC family
SO_0988	0.33	molybdopterin-binding oxidoreductase
SO_1062	0.32	def - peptide deformylase Def
SO_2018	0.32	adk - adenylate kinase Adk
SO_1072	0.32	gbpA - N-acetylglucosamine-binding protein A GbpA
SO_2803	0.32	DNA internalization-related competance protein ComEC/Rec2 family
SO_2300	0.32	infC - translation initiation factor IF-3 InfC
SO_3306	0.32	der - two component signal transduction system hybrid histidine kinase
SO_1787	0.32	miaE - inner membrane protein of unknown function DUF1282
SO_3015	0.32	scpA - segregation and condensation protein ScpA
SO_3927	0.32	rplI - 50S ribosomal protein L9 RplI
SO_4291	0.32	pstC - ABC-type phosphate uptake system permease component PstC
SO_1395	0.32	membrane protein of unknown function DUF1294
SO_3340	0.32	mscS - small conductance mechanosensitive ion channel protein MscS
SO_3909	0.32	predicted membrane protein
SO_2196	0.32	srtA - sortase SrtA
SO_3462	0.32	recN - DNA repair protein RecN
SO_0831	0.32	gshB - ATP-dependent glutathione synthetase GshB
SO_3082	0.32	sixA - phosphohistidine phosphatase SixA
SO_3821	0.32	diguanylate phosphodiesterase
SO_3206	0.31	cheB - chemotaxis signal transduction system response regulator with glutamate methylesterase domain CheB
SO_1396	0.31	membrane protein of unknown function DUF418
SO_2253	0.31	acyP - acylphosphatase AcyP
SO_0071	0.31	hydrolase alpha/beta hydrolase fold family
SO_0323	0.31	ygbA - predicted membrane protein
SO_1538	0.31	isocitrate dehydrogenase NAD-dependent
SO_0244	0.31	rpsN - 30S ribosomal protein S14 RpsN
SO_3140	0.31	tdk - thymidine kinase Tdk
SO_3365	0.31	glsA - glutaminase A GlsA
SO_3533	0.31	ribF - bifunctional flavokinase/FAD synthetase RibF
SO_0605	0.31	hflK - membrane anchored FtsH modulator component 1 HflK
SO_1360	0.31	rplS - 50S ribosomal protein L19 RplS
SO_3207	0.31	cheA - chemotaxis signal transduction system histidine kinase CheA
SO_3537	0.31	rpsT - 30S ribosomal protein S20 RpsT
SO_4034	0.31	deaD - ATP-dependent RNA helicase DeaD
SO_3651	0.31	rpmA - 50S ribosomal protein L27 RpmA
SO_4317	0.31	bpfA - biofilm-promoting protein BpfA
SO_2193	0.31	pdsO - two component signal transduction system controlling sortase system response regulator
SO_3030	0.31	pubA - putrescine monooxygenase PubA
SO_2590	0.31	rbgA - 50s ribosomal subunit maturation GTPase RbgA
SO_2644	0.31	ppsA - phosphoenolpyruvate synthase PpsA
SO_0639	0.31	collagenase
SO_0022	0.31	pepQ - Xaa-Pro dipeptidase PepQ
SO_4479	0.31	exaC - Sigma54 dependent transcriptional regulator with GAF sensory domain Fis family
SO_0105	0.31	selA - L-seryl-tRNA selenium transferase SelA
SO_0223	0.30	rplL - 50S ribosomal protein L7/L12 RplL
SO_1376	0.30	integral membrane protein of unknown function DUF1449
SO_1209	0.30	pnpA - polyribonucleotide nucleotidyltransferase PnpA
SO_0122	0.30	putative amino acid efflux permease RhtB family
SO_1204	0.30	infB - translation initiation factor IF-2 InfB
SO_0221	0.30	rplA - 50S ribosomal protein L1 RplA
SO_0613	0.30	pabA - para-aminobenzoate synthase glutamine amidotransferase subunit PabA
SO_1136	0.30	ATP-dependent RNA helicase DEAD box family
SO_0742	0.30	fbpC - ABC-type Fe3+ uptake system ATPase component FbpC
SO_3972	0.30	transposase domain protein
SO_4730	0.30	hemN - coproporphyrinogen III oxidase oxygen-independent HemN
SO_1205	0.30	rbfA - ribosome-binding factor A RbfA
SO_3814	0.30	ampG - GlcNAc-anhMurNAc permease AmpG
SO_4652	0.30	sbp - ABC-type sulfate/thiosulfate uptakesystem substrate-binding subunit Sbp
SO_1137	0.30	fklB - Zn-dependent peptidase M48 family
SO_4190	0.30	ppaC - inorganic pyrophosphatase manganese-dependent PpaC
SO_1523	0.30	nadF - NAD kinase NadF
SO_0116	0.30	unknown - protein of unknown function DUF1568
SO_0228	0.30	fusA - translation elongation factor G FusA
SO_1671	0.30	maiA - maleylacetoacetate isomerase MaiA
SO_3672	0.30	exbD - TonB1 energy transduction system for heme uptake inner membrane component ExbD
SO_4511	0.30	fdhC - formate dehydrogenase cytochrome b subunit FdhC
SO_1200	0.30	tpiA - triosephosphate isomeraseTpiA
SO_3253	0.30	flgA - assembly protein for flagellar basal-body P ring FlgA
SO_3023	0.30	trpB - tryptophan synthase beta subunit TrpB
SO_3848	0.30	cytoplasmic protein of unknown function
SO_2757	0.30	yuiF - putative histidine porter YuiF
SO_2746	0.30	ybgF - TolA energy-transducing system periplasmic component YbgF
SO_4092	0.30	hydrolase carbon-nitrogen family
SO_1231	0.30	torD - TorA-specific chaperone TorD
SO_4583	0.30	rpoH - RNA polymerase sigma-32 factor RpoH
SO_1907	0.30	unknown - transcriptional regulator LysR family
SO_2014	0.30	ybaB - DNA-binding protein YbaB
SO_4579	0.30	fimA - P pilus subunit FimA
SO_1067	0.30	predicted inner membrane protein
SO_2625	0.30	infA - translation initiation factor IF-1 InfA
SO_0296	0.29	10 TMS drug/metabolite efflux pump (DME) family
SO_3317	0.29	5'-nucleotidase
SO_4072	0.29	rimO - ribosomal protein S12 methylthiotransferase RimO
SO_1524	0.29	grpE - heat shock nucleotide exchange factor GrpE
SO_1661	0.29	transcriptional regulator LysR family
SO_0849	0.29	napD - periplasmic nitrate reductase chaperone NapD
SO_4321	0.29	Pal-like T1SS-linked outer membrane lipoprotein
SO_3636	0.29	lptD - lipopolysaccharide export porin LptD
SO_3934	0.29	rlmB - 23S rRNA (guanosine2251-2'-O)-methyltransferase RlmB
SO_2791	0.29	cdd - cytidine deaminase Cdd
SO_4661	0.29	membrane protein of unknown function DUF3137
SO_2001	0.29	ushA - bifunctional UDP-sugar hydrolase/5'-nucleotidase UshA
SO_0929	0.29	metK - S-adenosylmethionine synthetase MetK
SO_3319	0.29	unknown - membrane protein DoxX family
SO_4266	0.29	mloA - Fic family protein MloA
SO_1551	0.29	diguanylate cyclase
SO_1947	0.29	gltP - uncharacterized protein
SO_1074	0.29	tyrosine transporter TyrP-like protein
SO_0230	0.29	rpsJ - 30S ribosomal protein S10 RpsJ
SO_0250	0.29	rplO - 50S ribosomal protein L15 RplO
SO_1051	0.29	opgD - periplasmic glucan biosynthesis protein OpgD
SO_4693	0.29	vmeA - proton-coupled multidrug efflux pump MFP component VmeA
SO_3690	0.29	ABC-type macrolide family export system permease component 1
SO_2071	0.29	hisB - bifunctional imidazoleglycerol-phosphate dehydratase/histidinol-phosphatase HisB
SO_0058	0.29	ktrA - sodium-dependent potassium uptake system NAD binding component KtrA
SO_4254	0.29	folE - GTP cyclohydrolase I FolE
SO_4750	0.29	atpH - ATP synthase F1 delta subunit AtpH
SO_1931	0.29	sucB - 2-oxoglutarate dehydrogenase complex succinyl-CoA:dihydrolipoate S-succinyltransferase E2 component SucB
SO_4633	0.29	ompR - osmolarity-responsive two component signal transduction system response regulator OmpR
SO_1197	0.29	ftsH - ATP-dependent zinc metalloprotease FtsH
SO_3890	0.29	energy taxis-modulating methyl accepting sensory transducer with hemerythrin sensory domain
SO_0622	0.28	two component signal transduction system response regulator
SO_0756	0.28	aroG - phospho-2-dehydro-3-deoxyheptonate aldolase phe-sensitive AroG
SO_0761	0.28	glnK - regulatory protein for nitrogen assimilation GlnK
SO_4635	0.28	chemotaxis signal transduction system methyl accepting sensory transducer
SO_4672	0.28	glpE - thiosulfate sulfurtransferase GlpE
SO_2055	0.28	frmB - S-formylglutathione hydrolase FrmB
SO_4618	0.28	nfuA - subfamily S9C unassigned peptidase
SO_1732	0.28	cold shock domain family protein
SO_1771	0.28	grtP - D-glycerate transporter GrtP
SO_3113	0.28	tgt - queuine tRNA-ribosyltransferase Tgt
SO_3225	0.28	fliI - flagellar protein export ATPase FliI
SO_0572	0.28	enoyl-CoA hydratase/isomerase family protein
SO_3368	0.28	mutY - adenine glycosylase MutY
SO_4645	0.28	putative bifunctional autotransporter / extracellular effector
SO_3917	0.28	dnaB - replicative DNA helicase DnaB
SO_1362	0.28	tyrA - bifunctional chorismate mutase T/prephenate dehydrogenase TyrA
SO_2778	0.28	fabH - 3-oxoacyl-(acyl-carrier-protein) synthase III FabH
SO_3202	0.28	cheW - chemotaxis signal transduction system adaptor protein CheW
SO_3926	0.28	hydF - Fe hydrogenase maturation GTPase HydF
SO_3670	0.28	tonB - TonB1 energy transduction system for heme uptake energy transducer component TonB
SO_1925	0.28	gltA - RND superfamily efflux pump MFP component
SO_0918	0.28	aaiD - acyl-homoserine lactone acylase AaiD
SO_4217	0.28	ftsQ - cell division protein FtsQ
SO_0606	0.28	hflC - membrane anchored FtsH modulator component 2 HflC
SO_0958	0.28	ahpC - alkyl hydroperoxide reductase peroxiredoxin component AhpC
SO_4631	0.28	greB - transcription elongation factor GreB
SO_4466	0.28	chemotaxis signal transduction system methyl accepting sensory transducer
SO_0238	0.28	rplP - 50S ribosomal protein L16 RplP
SO_3310	0.28	hisS - membrane anchored protein with DUF2133 domain
SO_3803	0.28	hprT - hypoxanthine phosphoribosyltransferase HprT
SO_3369	0.27	yggX - Fe(II) trafficking protein YggX
SO_4248	0.27	yicR - protein of unknown function DUF2466 YicR
SO_3577	0.27	clpB - stress-induced multi-chaperone system component ClpB
SO_4417	0.27	dcuB - anaerobic C4-dicarboxylate transporter DcuB
SO_4667	0.27	yihA - 50S ribosome assembly GTPase YihA
SO_0765	0.27	putative amino acid efflux permease RhtB family
SO_2341	0.27	bkdB - 3-methyl-2-oxobutanoate dehydrogenase complex E2 component BkdB
SO_4032	0.27	deaD - M28 family peptidase
SO_4467	0.27	nemR - protein of unknown function DUF1255
SO_2177	0.27	ndpA - nucleoid-associated protein NdpA
SO_0247	0.27	rplR - 50S ribosomal protein L18 RplR
SO_0610	0.27	petC - ubiquinol-cytochrome c reductase cytochrome c1 subunit PetC
SO_0945	0.27	RND superfamily efflux pump permease component
SO_2203	0.27	dgkA - diacylglycerol kinase DgkA
SO_0246	0.27	rplF - 50S ribosomal protein L6 RplF
SO_1909	0.27	menA - catalytic subunit of aromatic ring-opening dioxygenase
SO_0232	0.27	rplD - 50S ribosomal protein L4 RplD
SO_2052	0.27	FAD-dependent oxidoreductase
SO_0084	0.27	mtnC - 
SO_0217	0.27	tufB - translation elongation factor Tu TufB
SO_1160	0.27	rimI - ribosomal-protein-alanine acetyltransferase RimI
SO_1673	0.27	ompW - outer membrane protein OmpW
SO_1791	0.27	cysS - cysteinyl-tRNA synthetase CysS
SO_3564	0.27	dcp - dipeptidyl carboxypeptidase Dcp
SO_3631	0.27	hprA - NADH-dependent hydroxypyruvate reductase HprA
SO_4483	0.27	shp - cytochrome b
SO_1221	0.27	deoD - purine nucleoside phosphorylase DeoD
SO_0220	0.27	rplK - 50S ribosomal protein L11 RplK
SO_1793	0.27	tig - trigger factor peptidyl-prolyl cis-trans isomerase Tig
SO_3534	0.27	murJ - peptidoglycan lipid II flippase MurJ
SO_4131	0.27	udp - nucleoside-specifc outer membrane porin Tsx family
SO_1782	0.27	mtrD - extracellular respiratory system periplasmic decaheme cytochrome c component MtrD
SO_0264	0.27	scyA - periplasmic monoheme cytochrome c5 ScyA
SO_2085	0.27	pheS - phenylalanyl-tRNA synthetase alpha subunit PheS
SO_2385	0.27	phoX - monomeric alkaline phosphatase PhoX
SO_3961	0.27	rpoN - RNA polymerase sigma-54 factor RpoN
SO_2093	0.27	hypB - Ni2+-binding GTPase involved in regulation of NiFe hydrogenase expression and maturation HypB
SO_4458	0.27	carbohydrate kinase PfkB family
SO_0263	0.27	ccmA - ABC-type heme export system ATPase component CcmA
SO_2886	0.27	nhaB - sodium:proton antiporter NhaB
SO_4035	0.27	predicted membrane protein
SO_1533	0.27	gcvA - transcriptional activator of glycine metabolism GcvA
SO_2737	0.27	bioD - dethiobiotin synthase BioD
SO_1163	0.27	ybeD - protein lipolyation system protein YbeD
SO_3033	0.27	putA - TonB-dependent ferric putrebactin siderophore receptor PutA
SO_1687	0.26	cueR - copper-responsive transcriptional regulator of copper exporter CueR
SO_2781	0.26	yceF - protein of unknown function DUF17
SO_3220	0.26	fliN - flagellar motor switching and energizing component FliN
SO_0383	0.26	hsdM - type I restriction-modification system N6-adenine DNA methyltransferase HsdM
SO_4215	0.26	ftsZ - cell division filament FtsZ
SO_0219	0.26	nusG - transcription antitermination protein NusG
SO_0747	0.26	fpr - ferredoxin--NADP reductase Fpr
SO_3865	0.26	modC - ABC-type molybdate uptake system ATPase component ModC
SO_3929	0.26	priB - primosomal replication protein N PriB
SO_0286	0.26	aroK - shikimate kinase AroK
SO_1948	0.26	gltP - glutamate/aspartate:proton symporter GltP
SO_3381	0.26	amine oxidase
SO_1248	0.26	peptidase U32 family YhbV
SO_2091	0.26	hypD - NiFe hydrogenase expression/formation protein HypD
SO_2624	0.26	bpt - leucyl-tRNA-protein transferase Bpt
SO_4393	0.26	ysnE - acteyltransferase GNAT family YsnE
SO_0248	0.26	rpsE - 30S ribosomal protein S5 RpsE
SO_0503	0.26	arsP - permease of unknown function DUF318 ArsP
SO_0897	0.26	dbpA - ATP-dependent RNA helicase DbpA
SO_0997	0.26	pbpG - transcriptional regulator LysR family
SO_1367	0.26	pheA - multifunctional chorismate mutase P/prephenate dehydratase/DAHP synthetase PheA
SO_1429	0.26	dmsA - extracellular dimethyl sulfoxide/manganese oxide reductase molybdopterin-binding subunit DmsA
SO_2779	0.26	plsX - phosphate:acyl-ACP acyltransferase PlsX
SO_1101	0.26	luxS - S-ribosylhomocysteinase LuxS
SO_0267	0.26	ccmG - cytochrome c maturation system membrane anchored thioredoxin CcmG
SO_2185	0.26	ppx - exopolyphosphatase Ppx
SO_3957	0.26	kdsC - 3-deoxy-manno-octulosonate-8-phosphatase KdsC
SO_0206	0.26	trmA - tRNA (uracil-5-)-methyltransferase TrmA
SO_3928	0.26	rpsR - 30S ribosomal protein S18 RpsR
SO_2899	0.26	cysZ - putative sulfate transporter CysZ
SO_0843	0.26	transcriptional regulator LysR family
SO_3221	0.26	fliM - flagellar motor switching and energizing component FliM
SO_1264	0.26	puuR - FAD-dependent oxidoreductase
SO_0240	0.26	rpsQ - 30S ribosomal protein S17 RpsQ
SO_2435	0.26	cmoA - tRNA (uridine-5-oxyacetic acid methyl ester) 34 synthase CmoA
SO_4327	0.26	vexB - RND-type multidrug/detergent efflux system MFP component VexB
SO_3233	0.26	fliS - chaperone for FliC flagellin FliS
SO_1815	0.26	histone deacetylase superfamily protein
SO_1011	0.26	nuoL - NADH-ubiquinone oxidoreductase subunit L NuoL
SO_1975	0.26	zinc carboxypeptidase-related protein
SO_0115	0.26	protein of unknown function DUF1568
SO_2340	0.26	bkdA2 - 3-methyl-2-oxobutanoate dehydrogenase complex E1 component beta subunit BkdA2
SO_2458	0.26	malT - putative maltose transporter MalT
SO_2403	0.26	cmk - cytidylate kinase Cmk
SO_1357	0.26	rpsP - 30S ribosomal protein S16 RpsP
SO_1796	0.26	lon - ATP-dependent protease La Lon
SO_3208	0.26	cheZ - chemotaxis signal transduction system CheY phosphatase CheZ
SO_3756	0.26	AFG1-family ATPase
SO_3048	0.25	aldehyde oxidase / xanthine dehydrogenase family molybdopterin cytosine dinucleotide-binding subunit
SO_3485	0.25	emrD3 - multidrug efflux pump EmrD3
SO_2108	0.25	opgH - glucan biosynthesis glucosyltransferase family 2 OpgH
SO_4752	0.25	atpE - ATP synthase F0 C subunit AtpE
SO_1434	0.25	intA - chemotaxis signal transduction system methyl accepting sensory transducer with 4HB_MCP sensory domain
SO_4410	0.25	glnA - glutamine synthetase GlnA
SO_3556	0.25	diguanylate cyclase with GAF sensory domain
SO_3683	0.25	calB - coniferyl aldehyde dehydrogenase CalB
SO_4430	0.25	unknown - uncharacterized protein
SO_4274	0.25	uppP - undecaprenol diphosphatase UppP
SO_0953	0.25	uncharacterized protein
SO_2433	0.25	aspS - aspartyl-tRNA synthetase AspS
SO_3062	0.25	predicted inner membrane protein
SO_3494	0.25	mexR - transcriptional repressor of MexEF efflux pump MexR
SO_1896	0.25	liuB - methylcrotonyl-CoA carboxylase carboxyl transferase subunit LiuB
SO_1447	0.25	retinol acyltransferase domain protein
SO_1526	0.25	ispA - geranyl-diphosphate synthase/farnesyl-diphosphate synthase IspA
SO_3509	0.25	hexB - beta-N-acetylhexosaminidase HexB
SO_4202	0.25	tatA - twin arginine protein translocase system protein TatA
SO_1334	0.25	lgt - prolipoprotein diacylglyceryl transferase Lgt
SO_3506	0.25	nagB - glucosamine-6-phosphate deaminase NagB
SO_1606	0.25	alkyl sulfatase
SO_2258	0.25	lolD - ABC-type lipoprotein release system ATPase component LolD
SO_2747	0.25	pal - peptidoglycan-associated lipoprotein Pal
SO_4246	0.25	rpmG - 50S ribosomal protein L33 RpmG
SO_3872	0.25	assT - arylsulfate sulfotransferase AssT
SO_0822	0.25	macC - ABC-type macrolide export system secretin component MacC
SO_1712	0.25	transcriptional regulator
SO_1563	0.25	cytoplasmic glutathione peroxidase
SO_0277	0.25	argF - ornithine carbamoyltransferase ArgF
SO_3235	0.25	fliD - flagellar filament capping protein FliD
SO_0335	0.25	zapB - septal ring assembly factor ZapB
SO_3175	0.25	wbpQ - asparagine synthase glutamine-hydrolyzing WbpQ
SO_3312	0.25	ispG - 4-hydroxy-3-methylbut-2-en-1-yl diphosphate synthase IspG
SO_4611	0.25	aa3 type cytochrome c oxidase biogenesis protein Surf1-like protein
SO_4028	0.25	ssb - single-strand binding protein Ssb
SO_4191	0.25	membrane protein of unknown function DedA family
SO_2302	0.25	rplT - 50S ribosomal protein L20 RplT
SO_0425	0.25	aceF - dihydrolipoamide acetyltransferase AceF
SO_1448	0.25	site-specific recombinase phage integrase family
SO_0603	0.25	hfq - RNA-binding pleiotrophic regulator Hfq
SO_4638	0.25	two component signal transduction system histidine kinase
SO_3215	0.25	flhB - flagellar export protein FlhB
SO_3864	0.25	modB - ABC-type molybdate uptake system permease component ModB
SO_1807	0.25	pspA - PspF antagonist PspA
SO_4590	0.25	cymA - isochorismatase family protein
SO_1355	0.24	ffh - cytochrome c assembly family protein
SO_1583	0.24	succinylglutamate desuccinylase/aspartoacylase family protein
SO_3055	0.24	pip - proline iminopeptidase Pip
SO_2591	0.24	pyrD - protein of unknown function DUF1379
SO_4189	0.24	ppaC - protein of unknown function DUF386
SO_2639	0.24	uncharacterized protein
SO_2626	0.24	clpA - ATP-dependent Clp protease ATPase and specificity subunit ClpA
SO_0237	0.24	rpsC - 30S ribosomal protein S3 RpsC
SO_1547	0.24	protein of unknown function DUF1568
SO_1343	0.24	rseA - sigma-E factor negative regulatory protein RseA
SO_4621	0.24	nucleoside-specifc outer membrane porin Tsx family
SO_1478	0.24	TP-methylase family protein
SO_1844	0.24	exeS - extracellular nuclease ExeS
SO_0207	0.24	murI - glutamate racemase MurI
SO_2911	0.24	focA - bidirectional formate transporter FocA
SO_1486	0.24	4-hydroxybenzoyl-CoA thioesterase family protein
SO_1273	0.24	potI - ABC-type putrescine uptake system permease component 2 PotI
SO_0532	0.24	arsR - arsenite-sensing transcriptional repressor ArsR
SO_1127	0.24	dnaJ - chaperone protein DnaJ
SO_4235	0.24	leuB - 3-isopropylmalate dehydrogenase LeuB
SO_3935	0.24	rnr - 3'-5' exoribonuclease R Rnr
SO_4514	0.24	fdhB - Fnr-inducible formate dehydrogenase FeS subunit FdhB
SO_3106	0.24	sapSH - extracellular serine alkaline protease SapSH
SO_2760	0.24	purM - phosphoribosylformylglycinamidine cyclo-ligase PurM
SO_0710	0.24	P-loop containing nucleoside triphosphate hydrolase superfamily protein
SO_0253	0.24	rpsM - 30S ribosomal protein S13 RpsM
SO_1203	0.24	nusA - N utilization substance protein A NusA
SO_2443	0.24	thiF - adenylyltransferase ThiF
SO_2589	0.24	rbgA - 2OG-Fe(II) oxygenase family protein
SO_0251	0.24	secY - preprotein translocase subunit SecY
SO_0591	0.24	rsgA - 30S ribosome assembly GTPase RsgA
SO_0614	0.24	peptidase S9 family
SO_3084	0.24	bifunctional diguanylate cyclase/phosphodiesterase with PAS sensory domain
SO_3120	0.24	agaO - sugar oxidoreductase AgaO
SO_4334	0.24	creD - membrane protein CreD
SO_4640	0.24	antioxidant AhpC/Tsa family
SO_3623	0.24	unknown - flavocytochrome c heme submit
SO_3463	0.24	pgpA - phosphatidylglycerophosphatase A PgpA
SO_1725	0.24	pstB - ABC-type high affinity phosphate uptake system ATPase component PstB
SO_0875	0.24	sfsA - sugar fermentation stimulation protein SfsA
SO_3527	0.24	pilW - type IV minor pilin protein PilW
SO_2216	0.24	bifunctional diguanylate cyclase with GAF and PAS sensory domains/signalling protein with EAL domain
SO_3980	0.24	nrfA - ammonia-forming nitrite reductase NrfA
SO_0098	0.24	hutH - histidine ammonia-lyase HutH
SO_4670	0.24	elbB - isoprenoid biosynthesis protein ElbB
SO_1808	0.24	pspB - phage shock protein B PspB
SO_4123	0.24	argS - arginyl-tRNA synthetase ArgS
SO_4515	0.24	fdhC - Fnr-inducible formate dehydrogenase cytochrome b subunit FdhC
SO_0940	0.24	transmembrane transcriptional regulator
SO_3874	0.24	unknown - transcriptional regulator LysR family
SO_3962	0.24	yhbH - sigma-54 modulation protein/ribosome-associated factor YhbH
SO_4251	0.24	slmA - transcriptional repressor of cell division SlmA
SO_2053	0.24	frmA - transcriptional regulator LysR family
SO_2787	0.24	cspA - cold shock protein CspA
SO_0780	0.24	gcvH - glycine cleavage system carrier of aminomethyl moiety GcvH
SO_4048	0.24	diheme cytochrome c4
SO_1935	0.24	rnk - regulator of nucleoside diphosphate kinase Rnk
SO_2928	0.24	tesA - multifunctional thioesterase/protease/lysophospholipase L1 TesA
SO_2842	0.24	sbcC - subfamily M23B unassigned peptidase
SO_3385	0.24	transcriptional activator of singlet oxygen protection
SO_1530	0.24	pomB - stator-force generator of Na+ coupled flagellar motor PomB
SO_4021	0.24	mdtL - chloramphenicol resistance protein MdtL
SO_3056	0.24	flavocytochrome c heme submit
SO_3138	0.24	dctD - C4-dicarboxylate-responsive two component Sigma54-dependent signal transduction system response regulator DctD
SO_2303	0.24	trxB - thioredoxin reductase TrxB
SO_2743	0.24	acs - acetyl-coenzyme A synthetase AcsA
SO_3308	0.24	der - 50S ribosome assembly GTPase Der
SO_3862	0.24	modE - transcriptional repressor of molybdate and molybdenium cofactor metabolism ModE
SO_4308	0.24	dapF - diaminopimelate epimerase DapF
SO_4302	0.24	dnrN - repair of iron centers (RIC) protein DnrN
SO_3776	0.24	integral membrane protein of unknown function DUF599
SO_1409	0.24	SAM-dependent methyltransferase
SO_3885	0.24	AAA ATPase family protein
