gene_id	conf	product
SO_4376	0.09	uncharacterized protein
SO_4591	0.09	cymA - membrane anchored tetraheme cytochrome c CymA
SO_1419	0.09	predicted FMN-binding domain-containing lipoprotein
SO_1157	0.09	dpsA - membrane protein of unknown function DUF1624
SO_3783	0.09	rhlE - ATP-dependent RNA helicase RhlE
SO_4058	0.09	phsC - 4-toluene sulfonate uptake permease family protein
SO_3884	0.09	site-specific recombinase phage integrase family
SO_1048	0.09	lrgB - inner membrane protein LrgB
SO_1809	0.09	pspC - phage shock protein C PspC
SO_3874	0.09	unknown - transcriptional regulator LysR family
SO_3492	0.09	mexF - HAE1 family efflux pump permease component MexF
SO_3181	0.09	wzx - O-antigen flippase Wzx
SO_4012	0.09	predicted transmembrane protein
SO_0244	0.08	rpsN - 30S ribosomal protein S14 RpsN
SO_4722	0.08	mobA - tungstopterin-guanine dinucleotide biosynthesis protein A MobA
SO_2638	0.08	ldh - leucine dehydrogenase Ldh
SO_1278	0.08	tnpA - chemotaxis signal transduction system methyl accepting sensory transducer
SO_3789	0.08	sufS - cysteine desulfurase SufS
SO_3960	0.08	lptB - ABC-type lipopolysaccharide export system ATPase component LptB
SO_2223	0.08	subfamily S9C unassigned peptidase
SO_1778	0.08	mtrC - extracellular iron oxide respiratory system surface decaheme cytochrome c component MtrC
SO_4589	0.08	transcriptional regulator AraC family
SO_2490	0.08	hexR - 2-keto-3-deoxy-6-phosphogluconate-responsive transcriptional regulator of central carbohydrate metabolism HexR
SO_3651	0.08	rpmA - 50S ribosomal protein L27 RpmA
SO_3225	0.08	fliI - flagellar protein export ATPase FliI
SO_1692	0.08	10 TMS drug/metabolite efflux pump (DME) family
SO_4365	0.08	protein of unknown function DUF3014
SO_0160	0.08	pckA - aminobenzoyl-glutamate transporter AbgT family
SO_0282	0.08	pilN - type IV pilus biogenesis protein PilN
SO_0632	0.08	hrpB - ATP-dependent helicase HrpB
SO_1238	0.08	lysophospholipid acyltransferase
SO_1249	0.08	peptidase U32 family YhbU
SO_1268	0.08	puuA - gamma-glutamyl-putrescine synthase PuuA
SO_1880	0.08	bamD - beta barrel protein translocation component BamD
SO_2001	0.08	ushA - bifunctional UDP-sugar hydrolase/5'-nucleotidase UshA
SO_2072	0.08	hisC - histidinol-phosphate aminotransferase HisC
SO_2203	0.08	dgkA - diacylglycerol kinase DgkA
SO_2361	0.08	ccoP - Cbb3-type cytochrome c oxidase subunit III CcoP
SO_2364	0.08	ccoN - Cbb3-type cytochrome c oxidase subunit I CcoN
SO_2715	0.08	deoR - thiamine-regulated TonB-dependent receptor
SO_3059	0.08	Sigma54 specific transcriptional regulator Fis family
SO_3200	0.08	cheW - putative membrane anchored protein of unknown function DUF2802
SO_3218	0.08	fliP - flagellar export protein FliP
SO_3385	0.08	transcriptional activator of singlet oxygen protection
SO_3471	0.08	glyA - serine hydroxymethyltransferase GlyA
SO_3801	0.08	ABC-type DrugE1 family export systempermease component
SO_3961	0.08	rpoN - RNA polymerase sigma-54 factor RpoN
SO_4050	0.08	putative DUF2955 domain transport system permease component
SO_4148	0.08	type I protein secretion system MFP component HlyD family
SO_4430	0.08	unknown - uncharacterized protein
SO_4520	0.08	coproporphyrinogen III oxidase oxygen-independent
SO_1060	0.08	TIGR02722 family lipoprotein
SO_2921	0.08	folX - D-erythro-78-dihydroneopterin triphosphate epimerase FolX
SO_3401	0.08	yeeN - DNA-binding regulatory protein YeeN
SO_1236	0.08	purine transporter AzgA family
SO_0254	0.08	rpsK - 30S ribosomal protein S11 RpsK
SO_1015	0.08	nuoH - NADH-ubiquinone oxidoreductase subunit H NuoH
SO_2217	0.08	ddlA - D-alanine--D-alanine ligase DdlA
SO_3948	0.08	murA - UDP-N-acetylglucosamine 1-carboxyvinyltransferase MurA
SO_3966	0.08	magnesium transporter MgtE family
SO_3032	0.08	pubC - NTP-dependent putrebactin synthetase PubC
SO_4068	0.08	uncharacterized protein
SO_3116	0.08	acyl carrier protein phosphodiesterase AcpH-like protein
SO_2855	0.08	exonuclease
SO_0858	0.08	glyP - Na(+)-linked D-alanine glycine transporter GlyP
SO_2889	0.08	two component signal transduction system histidine kinase with Cache_1 and PAS sensory domains
SO_0266	0.07	ccmF - cytochrome c synthetase cytochrome b containing quinol-haem oxidoreductase subunit CcmF
SO_1214	0.07	ompK - Na+ dependent nucleoside transporter NupC family
SO_1364	0.07	hcr - NADH oxidoreductase Hcr
SO_1769	0.07	garK - glutamate decarboxylase
SO_3015	0.07	scpA - segregation and condensation protein ScpA
SO_3103	0.07	thiophosphate efflux pump permease component
SO_3672	0.07	exbD - TonB1 energy transduction system for heme uptake inner membrane component ExbD
SO_3674	0.07	hmuC - ABC-type hemin uptake system permease component HmuC
SO_2906	0.07	tellurite-resistance/dicarboxylate transporter (TDT) family protein
SO_2785	0.07	rne - ribonuclease E Rne
SO_3162	0.07	nlpE - two component signal transduction system histidine kinase with GAF sensory domain
SO_2053	0.07	frmA - transcriptional regulator LysR family
SO_3302	0.07	extracellular peptidase family S8A
SO_4638	0.07	two component signal transduction system histidine kinase
SO_2074	0.07	hisG - ATP phosphoribosyltransferase HisG
SO_0344	0.07	prpC - 2-methylcitrate synthase PrpC
SO_0497	0.07	unknown - serine/threonine protein kinase
SO_0704	0.07	groEL - 60 kDa chaperonin GroEL
SO_3838	0.07	chemotaxis signal transduction system methyl accepting sensory transducer
SO_3890	0.07	energy taxis-modulating methyl accepting sensory transducer with hemerythrin sensory domain
SO_3649	0.07	obgE - 50S ribosome assembly GTPase ObgE
SO_1916	0.07	DMSO-responsive transcriptional activator of efflux pump LysR family
SO_1233	0.07	torC - trimethylamine N-oxide reductase membrane anchored cytochrome c component TorC
SO_1977	0.07	inner membrane of unknown function DUF307
SO_0106	0.07	selB - selenocysteine-specific translation elongation factor SelB
SO_2443	0.07	thiF - adenylyltransferase ThiF
SO_1377	0.07	putative negative regulator of univalent cation permeability
SO_4488	0.07	two component signal transduction system histidine kinase
SO_0226	0.07	rpsL - 30S ribosomal protein S12p RpsL
SO_0369	0.07	transcriptional regulator LysR family
SO_0530	0.07	arsR - amino acid efflux protein RhtB family
SO_0612	0.07	sspB - stringent starvation protein b SspB
SO_0888	0.07	aguB - N-carbamoyl-putrescine amidase AguB
SO_1221	0.07	deoD - purine nucleoside phosphorylase DeoD
SO_1276	0.07	puuE - GABA aminotransferase PLP-dependent PuuE
SO_1359	0.07	trmD - tRNA (guanine-N1)-methyltransferase TrmD
SO_1637	0.07	bamA - beta barrel protein translocation component BamA
SO_1682	0.07	ivdF - 3-hydroxyisobutyrate dehydrogenase IvdF
SO_1883	0.07	acteyltransferase GNAT family
SO_1895	0.07	liuC - methylglutaconyl-CoA hydratase LiuC
SO_2094	0.07	hypF - NiFe hydrogenase maturation protein HypF
SO_2410	0.07	serC - bifunctional 3-phosphoserine aminotransferase/phosphohydroxythreonine SerC
SO_2928	0.07	tesA - multifunctional thioesterase/protease/lysophospholipase L1 TesA
SO_3052	0.07	methyl-accepting chemotaxis protein
SO_3254	0.07	flgM - flagellar biosynthesis anti-sigma factor FlgM
SO_3407	0.07	putative siderophore transporter component 2
SO_3664	0.07	fadD - long chain fatty acid CoA ligase FadD
SO_3688	0.07	two component signal transduction system histidine kinase
SO_3740	0.07	pntA - NAD(P) transhydrogenase alpha subunit PntA
SO_3933	0.07	rlmB - transport protein MFS superfamily
SO_4019	0.07	yidZ - P-loop containing nucleoside triphosphate hydrolase superfamily
SO_4204	0.07	tatC - twin arginine protein translocase system protein TatC
SO_4226	0.07	ftsL - cell division protein FtsL
SO_4248	0.07	yicR - protein of unknown function DUF2466 YicR
SO_4425	0.07	diguanylate cyclase
SO_4614	0.07	ctaB - protoheme IX farnesyltransferase (heme O synthase) CtaB
SO_2037	0.07	intI - integron integrase IntI
SO_2523	0.07	phyS - TonB-dependent phytase receptor
SO_4449	0.07	moaE - molybdenum cofactor biosynthesis protein E MoaE
SO_3461	0.07	recN - transporter AEC family
SO_3339	0.07	mscS - outer membrane porin OmpA family
SO_2143	0.07	aspartate-alanine antiporter
SO_0101	0.07	fdnG - nitrate-inducible formate dehydrogenase molybdopterin-binding subunit FdnG
SO_0902	0.07	nqrA - Na-translocating NADH-quinone reductase subunit A NqrA
SO_3430	0.07	recA - recombinase A RecA
SO_4674	0.07	kbl - 2-amino-3-ketobutyrate coenzyme A ligase Kbl
SO_1049	0.07	opgD - acteyltransferase GNAT family
SO_3655	0.07	PilD processed protein
SO_0383	0.07	hsdM - type I restriction-modification system N6-adenine DNA methyltransferase HsdM
SO_1427	0.07	dmsE - periplasmic decaheme cytochrome c DmsE
SO_3935	0.07	rnr - 3'-5' exoribonuclease R Rnr
SO_4344	0.07	ilvA - threonine dehydratase IlvA
SO_2460	0.07	unknown - uncharacterized protein
SO_0202	0.07	predicted membrane protein
SO_4048	0.07	diheme cytochrome c4
SO_4150	0.07	sulphate transporter
SO_0267	0.07	ccmG - cytochrome c maturation system membrane anchored thioredoxin CcmG
SO_2880	0.07	grxD - monothiol glutaredoxin GrxD
SO_4313	0.07	hemC - hydroxymethylbilane synthase HemC
SO_4713	0.07	menF - menaquinone-specific isochorismate synthase MenF
SO_4404	0.07	katG - iron-sulfur cluster-binding protein
SO_2048	0.07	sulfatase with domain of unknown function DUF1705
SO_4179	0.07	mxdB - glycosyl transferase family 2 MxdB
SO_1962	0.07	hppD - 4-hydroxyphenylpyruvate dioxygenase HppD
SO_0277	0.07	argF - ornithine carbamoyltransferase ArgF
SO_0703	0.07	groES - 10 kDa chaperonin GroES
SO_0169	0.07	gspG - T2aSS secretion system pseudopilus protein GspG
SO_0988	0.07	molybdopterin-binding oxidoreductase
SO_1396	0.07	membrane protein of unknown function DUF418
SO_1658	0.07	protein of unknown function DUF2982
SO_1723	0.07	pstC - ABC-type high affinity phosphate uptake system permease component PstC
SO_2300	0.07	infC - translation initiation factor IF-3 InfC
SO_2612	0.07	holB - DNA polymerase III delta' subunit HolB
SO_2781	0.07	yceF - protein of unknown function DUF17
SO_3064	0.07	purF - amidophosphoribosyltransferase PurF
SO_3503	0.07	nagP - N-acetyl glucosamine transporter NagP
SO_4568	0.07	nrfD - nitrite reductase quinol dehydrogenase component NrfD
SO_1043	0.06	artQ - ABC-type arginine uptakesystem permease component ArtQ
SO_1356	0.06	ffh - signal recognition particle protein Ffh
SO_2144	0.06	NO-binding heme-dependent sensor protein
SO_4312	0.06	cyaA - adenylate cyclase CyaA
SO_2458	0.06	malT - putative maltose transporter MalT
SO_4287	0.06	motA - stator-force generator of H+ coupled flagellar motor MotA
SO_0093	0.06	hutI - Na+ dependent nucleoside transporter NupC family
SO_4448	0.06	modA - ABC-type molybdate uptake system substrate-binding component ModA
SO_4576	0.06	menE - O-succinylbenzoic acid CoA ligase MenE
SO_0234	0.06	rplB - 50S ribosomal protein L2 RplB
SO_0992	0.06	lysS - lysyl-tRNA synthetase LysS
SO_2747	0.06	pal - peptidoglycan-associated lipoprotein Pal
SO_3440	0.06	eno - enolase Eno
SO_3562	0.06	proton/sodium:glutamate symporter DAACS family
SO_3747	0.06	khaP - K+:H+ antiporter KhaP
SO_1807	0.06	pspA - PspF antagonist PspA
SO_3485	0.06	emrD3 - multidrug efflux pump EmrD3
SO_3923	0.06	hydG - Fe hydrogenase maturation rSAM protein HydG
SO_4351	0.06	hlyA - hemolysin HlyA
SO_1204	0.06	infB - translation initiation factor IF-2 InfB
SO_1383	0.06	ATP-dependent RNA helicase DEAD box family
SO_4730	0.06	hemN - coproporphyrinogen III oxidase oxygen-independent HemN
SO_1091	0.06	10 TMS drug/metabolite efflux pump (DME) family
SO_3328	0.06	acteyltransferase GNAT family
SO_4055	0.06	metL - bifunctional aspartokinase II/homoserine dehydrogenase methionine-sensitive MetL
SO_3715	0.06	nfnB - bifunctional oxygen-insensitive NAD(P)H nitroreductase/dihydropteridine reductase NfnB
SO_1115	0.06	pepD - aminoacyl-histidine/glycine-aspartate dipeptidase PepD
SO_2454	0.06	sye1 - NADH:flavin oxidoreductase Sye1
SO_3588	0.06	yaaH - membrane protein associated with acetate transport YaaH
SO_4360	0.06	periplasmic decaheme cytochrome c MtrA family
SO_0265	0.06	ccmI - apo-cytochrome c chaperone CcmI
SO_2493	0.06	psrA - transcriptional repressor of fatty acid degradation PsrA
SO_0084	0.06	mtnC - 
SO_0085	0.06	predicted inner membrane protein
SO_0105	0.06	selA - L-seryl-tRNA selenium transferase SelA
SO_0166	0.06	gspD - T2aSS secretion system secretin GspD
SO_0171	0.06	gspI - T2aSS secretion system pseudopilus protein GspI
SO_0228	0.06	fusA - translation elongation factor G FusA
SO_0229	0.06	tufA - translation elongation factor Tu TufA
SO_0245	0.06	rpsH - 30S ribosomal protein S8 RpsH
SO_0259	0.06	ccmE - ABC-type heme export system chaperone component CcmE
SO_0289	0.06	dam - N6-adenine DNA methyltransferase Dam
SO_0336	0.06	sodium:proton antiporter NhaC family
SO_0355	0.06	unknown - AMP-dependent synthetase and ligase family protein
SO_0710	0.06	P-loop containing nucleoside triphosphate hydrolase superfamily protein
SO_0714	0.06	sorA - periplasmic monoheme cytochrome c4
SO_0746	0.06	fpr - glutathione S-transferase family protein
SO_0754	0.06	atmA - ABC-type Ni2+/Co2+ export system bifunctional ATPase and permease components AtmA
SO_0809	0.06	azu - periplasmic azurin Azu
SO_0849	0.06	napD - periplasmic nitrate reductase chaperone NapD
SO_0857	0.06	attE - ABC-type export system ATPase component AttE
SO_1007	0.06	lysW - lysine transporter LysW
SO_1097	0.06	rlmG - 23S rRNA (guanine1835-N2)-methyltransferase RlmG
SO_1110	0.06	brf2 - protein of unknown function DUF539
SO_1120	0.06	proB - hypoxanthine/guanine permease AzgA family
SO_1164	0.06	dacA - D-alanyl-D-alanine carboxypeptidase DacA
SO_1219	0.06	deoB - phosphopentomutase DeoB
SO_1273	0.06	potI - ABC-type putrescine uptake system permease component 2 PotI
SO_1381	0.06	alkyl hydroperoxide reductase/ thiol specific antioxidant family protein
SO_1391	0.06	atoE - short chain fatty acids transporter AtoE
SO_1476	0.06	bamE - beta barrel protein translocation component BamE
SO_1524	0.06	grpE - heat shock nucleotide exchange factor GrpE
SO_1930	0.06	sucA - 2-oxoglutarate dehydrogenase complex dehydrogenase E1 component SucA
SO_2099	0.06	hyaA - 
SO_2221	0.06	pabB - para-aminobenzoate synthase aminase component PabB
SO_2376	0.06	tusD - tRNA 2-thiouridine synthesizing protein D subunit TusD
SO_2480	0.06	protein of unknown function DUF1568
SO_2577	0.06	minD - membrane ATPase that activates MinC MinD
SO_2594	0.06	MMPL family efflux pump
SO_2627	0.06	clpS - ATP-dependent Clp protease adaptor protein ClpS
SO_2635	0.06	purB - adenylosuccinate lyase PurB
SO_2738	0.06	bioC - SAM-dependent methylase involved in biotin synthesis protein BioC
SO_2746	0.06	ybgF - TolA energy-transducing system periplasmic component YbgF
SO_2776	0.06	fabG - 3-oxoacyl-(acyl-carrier-protein) reductase FabG
SO_2807	0.06	c-di-GMP-binding protein
SO_2988	0.06	cII - Lambda phage phage regulatory protein CII
SO_3111	0.06	secD - preprotein translocase subunit SecD
SO_3193	0.06	wza - outer membrane polysaccharide export channel protein Wza
SO_3206	0.06	cheB - chemotaxis signal transduction system response regulator with glutamate methylesterase domain CheB
SO_3219	0.06	fliO - flagellar export protein FliO
SO_3250	0.06	flgB - flagellar basal-body rod protein FlgB
SO_3251	0.06	cheR - chemotaxis signal transduction system MCP methyltransferase CheR
SO_3300	0.06	flavocytochrome c heme submit
SO_3306	0.06	der - two component signal transduction system hybrid histidine kinase
SO_3340	0.06	mscS - small conductance mechanosensitive ion channel protein MscS
SO_3652	0.06	rplU - 50S ribosomal protein L21 RplU
SO_3762	0.06	speE - membrane protein of unknown function DUF350
SO_3844	0.06	pepO - thermoregulated outer membrane M13 family zinc endopeptidase PepO
SO_3990	0.06	dpp4 - periplasmic dipeptidylpeptidase IV Dpp4
SO_4191	0.06	membrane protein of unknown function DedA family
SO_4254	0.06	folE - GTP cyclohydrolase I FolE
SO_4256	0.06	rph - ribonuclease PH Rph
SO_4320	0.06	aggA - type I protein secretion system secretin component AggA
SO_4345	0.06	ilvD - dihydroxy-acid dehydratase IlvD
SO_4450	0.06	moaD - molybdenum cofactor biosynthesis protein D MoaD
SO_4615	0.06	senC - cytochrome c oxidase biogenesis protein SenC
SO_4686	0.06	wcvA - UDP-glucuronate 4-epimerase WcvA
SO_4748	0.06	atpG - ATP synthase F1 gamma subunit AtpG
SO_1090	0.06	cytoplasmic ApbE family protein
SO_1194	0.06	secF - preprotein translocase subunit SecF
SO_1832	0.06	ppiC - peptidyl-prolyl cis-trans isomerase PpiC
SO_3637	0.06	surA - outer membrane protein maturation factor peptidyl-prolyl cis-trans isomerase SurA
SO_3491	0.06	mexF - cyclic di-GMP hydrolase
SO_1686	0.06	cueR - serine peptidase S9 family
SO_2648	0.06	cysB - two component signal transduction system response regulator activating acetyl-CoA synthase LuxR family
SO_2822	0.06	yehU - two component signal transduction system histidine kinase with GAF sensory domain YehU
SO_3657	0.06	putative amino acid efflux permease RhtB family
SO_4053	0.06	metF - methyl-accepting chemotaxis protein
SO_4622	0.06	two component signal transduction system histidine kinase
SO_1521	0.06	dld - respiratory FAD-dependent D-lactate dehydrogenase Dld
SO_1924	0.06	RND superfamily efflux pump permease component 2
SO_0222	0.06	rplJ - 50S ribosomal protein L10 RplJ
SO_2148	0.06	recB - exodeoxyribonuclease V beta subunit RecB
SO_3073	0.06	mnmC - bifunctional 5-methylaminomethyl-2-thiouridine biosynthesis protein MnmC
SO_3099	0.06	outer membrane long-chain fatty acid receptor FadL family
SO_3165	0.06	toxin-antitoxin system antidote Mnt family
SO_3242	0.06	flgI - flagellar P-ring protein FlgI
SO_3872	0.06	assT - arylsulfate sulfotransferase AssT
SO_3937	0.06	purA - adenylosuccinate synthetase PurA
SO_4245	0.06	argA - amino-acid acetyltransferase ArgA
SO_0224	0.06	rpoB - DNA-directed RNA polymerase beta subunit RpoB
SO_0309	0.06	ygiQ - membrane protein MAPEG superfamily
SO_2850	0.06	rrfD - acteyltransferase GNAT family
SO_2913	0.06	pflA - pyruvate formate-lyase 1 activating enzyme PflA
SO_3527	0.06	pilW - type IV minor pilin protein PilW
SO_3599	0.06	cysP - ABC-type sulfate/thiosulfate uptake system substrate-binding component CysP
SO_2014	0.06	ybaB - DNA-binding protein YbaB
SO_0904	0.06	nqrC - Na-translocating NADH-quinone reductase subunit C NqrC
SO_2174	0.06	yejM - diguanylate cyclase with PAS sensory domain
SO_0150	0.06	putative adhesin
SO_0294	0.06	trpS - tryptophanyl-tRNA synthetase TrpS
SO_0478	0.06	sirE - cytochrome c maturation system haem lyase subunit SirE
SO_1042	0.06	artM - ABC-type arginine uptakesystem ATPase component ArtM
SO_1202	0.06	rimP - ribosome maturation factor RimP
SO_1550	0.06	putative lysine decarboxylase with DUF3412 domain
SO_1666	0.06	phhA - phenylalanine-4-hydroxylase PhhA
SO_1677	0.06	ivdA - 3-ketoacyl-CoA thiolase IvdA
SO_2098	0.06	hyaB - 
SO_2434	0.06	cmoA - bifunctional periplasmic substrate binding protein/cytoplasmic diguanylate cyclase
